買賣單位,symbol,name,currency,exchange,industry,買賣單位
"1,000",02009,金隅股份,HKD,HKEX, ,"1,000"
"1,000",02010,瑞年國際,HKD,HKEX, ,"1,000"
"2,000",02011,KEE,HKD,HKEX, ,"2,000"
500,02012,陽光油砂,HKD,HKEX, ,500
"1,000",02014,浩澤淨水,HKD,HKEX, ,"1,000"
"1,000",02016,浙商銀行,HKD,HKEX, ,"1,000"
500,02018,瑞聲科技,HKD,HKEX, ,500
"1,000",02020,安踏體育,HKD,HKEX, ,"1,000"
"4,000",02023,中國綠島科技,HKD,HKEX, ,"4,000"
"2,000",02028,映美控股,HKD,HKEX, ,"2,000"
"1,000",02030,卡賓,HKD,HKEX, ,"1,000"
"5,000",02031,澳至尊,HKD,HKEX, ,"5,000"
"2,000",02033,時計寶,HKD,HKEX, ,"2,000"
"1,000",02038,富智康集團,HKD,HKEX, ,"1,000"
100,02039,中集集團,HKD,HKEX, ,100
500,02066,盛京銀行,HKD,HKEX, ,500
"1,000",02068,中鋁國際,HKD,HKEX, ,"1,000"
"1,000",02078,榮陽實業,HKD,HKEX, ,"1,000"
"2,000",02080,奧克斯國際,HKD,HKEX, ,"2,000"
"1,000",02083,大自然家居,HKD,HKEX, ,"1,000"
"8,000",02086,龍傑智能卡,HKD,HKEX, ,"8,000"
"2,000",02088,西王置業,HKD,HKEX, ,"2,000"
"3,000",02098,卓爾集團,HKD,HKEX, ,"3,000"
100,02099,中國黃金國際,HKD,HKEX, ,100
"2,000",02100,百奧家庭互動,HKD,HKEX, ,"2,000"
"2,000",02111,超盈國際控股,HKD,HKEX, ,"2,000"
"2,000",02112,優庫資源,HKD,HKEX, ,"2,000"
"5,000",02113,東盈控股,HKD,HKEX, ,"5,000"
"2,000",02118,天山發展控股,HKD,HKEX, ,"2,000"
100,02120,康寧醫院,HKD,HKEX, ,100
"1,000",02121,一化控股,HKD,HKEX, ,"1,000"
"4,000",02123,金盾控股,HKD,HKEX, ,"4,000"
"1,000",02128,中國聯塑,HKD,HKEX, ,"1,000"
"1,000",02133,中國多金屬,HKD,HKEX, ,"1,000"
500,02136,利福中國,HKD,HKEX, ,500
"1,000",02138,香港醫思醫療集團,HKD,HKEX, ,"1,000"
"2,000",02166,芯智控股,HKD,HKEX, ,"2,000"
500,02168,盈德氣體,HKD,HKEX, ,500
"1,000",02178,百勤油服,HKD,HKEX, ,"1,000"
"2,000",02183,利福地產,HKD,HKEX, ,"2,000"
500,02186,綠葉製藥,HKD,HKEX, ,500
"2,000",02188,泰坦能源技術,HKD,HKEX, ,"2,000"
"4,000",02193,萬景控股,HKD,HKEX, ,"4,000"
500,02196,復星醫藥,HKD,HKEX, ,500
"1,000",02198,中國三江化工,HKD,HKEX, ,"1,000"
"1,000",02199,維珍妮,HKD,HKEX, ,"1,000"
"2,000",02200,浩沙國際,HKD,HKEX, ,"2,000"
100,02202,萬科企業,HKD,HKEX, ,100
200,02208,金風科技,HKD,HKEX, ,200
"1,000",02211,大健康國際,HKD,HKEX, ,"1,000"
"20,000",02212,高鵬礦業,HKD,HKEX, ,"20,000"
"2,000",02213,益華控股,HKD,HKEX, ,"2,000"
500,02218,安德利果汁,HKD,HKEX, ,500
"4,000",02221,創業集團控股,HKD,HKEX, ,"4,000"
"1,000",02222,雷士照明,HKD,HKEX, ,"1,000"
"2,000",02223,卡撒天嬌,HKD,HKEX, ,"2,000"
500,02226,老恒和釀造,HKD,HKEX, ,500
"3,000",02228,中國節能海東青,HKD,HKEX, ,"3,000"
"2,000",02229,長港敦信,HKD,HKEX, ,"2,000"
"2,000",02233,西部水泥,HKD,HKEX, ,"2,000"
"1,000",02236,惠生工程,HKD,HKEX, ,"1,000"
"2,000",02238,廣汽集團,HKD,HKEX, ,"2,000"
"1,000",02239,國微技術,HKD,HKEX, ,"1,000"
"1,000",02255,海昌海洋公園,HKD,HKEX, ,"1,000"
"2,000",02266,黎氏企業,HKD,HKEX, ,"2,000"
"1,000",02268,優源控股,HKD,HKEX, ,"1,000"
"5,000",02277,華融投資股份,HKD,HKEX, ,"5,000"
"1,000",02278,海藍控股,HKD,HKEX, ,"1,000"
"2,000",02280,慧聰網,HKD,HKEX, ,"2,000"
400,02282,美高梅中國,HKD,HKEX, ,400
"2,000",02283,東江集團控股,HKD,HKEX, ,"2,000"
"1,000",02286,辰興發展,HKD,HKEX, ,"1,000"
"1,000",02288,宏基資本,HKD,HKEX, ,"1,000"
500,02289,創美藥業,HKD,HKEX, ,500
"8,000",02293,百本醫護,HKD,HKEX, ,"8,000"
"1,000",02298,都市麗人,HKD,HKEX, ,"1,000"
"2,000",02299,百宏實業,HKD,HKEX, ,"2,000"
"2,000",02300,澳科控股,HKD,HKEX, ,"2,000"
"1,000",02302,中核國際,HKD,HKEX, ,"1,000"
"2,000",02303,恒興黃金,HKD,HKEX, ,"2,000"
"2,000",02307,錦興國際控股,HKD,HKEX, ,"2,000"
"4,000",02308,研祥智能,HKD,HKEX, ,"4,000"
"20,000",02309,伯明翰環球,HKD,HKEX, ,"20,000"
"2,000",02310,申基國際,HKD,HKEX, ,"2,000"
"1,000",02313,申洲國際,HKD,HKEX, ,"1,000"
"1,000",02314,理文造紙,HKD,HKEX, ,"1,000"
"4,000",02317,味丹國際,HKD,HKEX, ,"4,000"
500,02318,中國平安,HKD,HKEX, ,500
"1,000",02319,蒙牛乳業,HKD,HKEX, ,"1,000"
"2,000",02320,合豐集團,HKD,HKEX, ,"2,000"
"8,000",02322,仁瑞投資,HKD,HKEX, ,"8,000"
"2,000",02323,中國港橋,HKD,HKEX, ,"2,000"
"10,000",02326,百靈達國際控股,HKD,HKEX, ,"10,000"
"6,000",02327,宇業控股,HKD,HKEX, ,"6,000"
"2,000",02328,中國財險,HKD,HKEX, ,"2,000"
"1,000",02329,國瑞置業,HKD,HKEX, ,"1,000"
"4,000",02330,中國上城,HKD,HKEX, ,"4,000"
500,02331,李寧,HKD,HKEX, ,500
500,02333,長城汽車,HKD,HKEX, ,500
"10,000",02336,海亮國際,HKD,HKEX, ,"10,000"
"1,000",02338,濰柴動力,HKD,HKEX, ,"1,000"
"2,000",02339,京西國際,HKD,HKEX, ,"2,000"
"4,000",02340,新昌管理集團,HKD,HKEX, ,"4,000"
"2,000",02341,中怡國際,HKD,HKEX, ,"2,000"
"2,000",02342,京信通信,HKD,HKEX, ,"2,000"
"1,000",02343,太平洋航運,HKD,HKEX, ,"1,000"
"2,000",02345,上海集優,HKD,HKEX, ,"2,000"
"4,000",02348,東瑞製葯,HKD,HKEX, ,"4,000"
"4,000",02349,中國城市基礎設施,HKD,HKEX, ,"4,000"
"2,000",02355,寶業集團,HKD,HKEX, ,"2,000"
400,02356,大新銀行集團,HKD,HKEX, ,400
"1,000",02357,中航科工,HKD,HKEX, ,"1,000"
"10,000",02358,久融控股,HKD,HKEX, ,"10,000"
"1,000",02362,金川國際,HKD,HKEX, ,"1,000"
"5,000",02366,星美文化旅遊,HKD,HKEX, ,"5,000"
"2,000",02368,鷹美,HKD,HKEX, ,"2,000"
"4,000",02369,酷派集團,HKD,HKEX, ,"4,000"
"4,000",02371,中國創聯教育,HKD,HKEX, ,"4,000"
500,02378,保誠,HKD,HKEX, ,500
"5,000",02379,中天國際,HKD,HKEX, ,"5,000"
"1,000",02380,中國電力,HKD,HKEX, ,"1,000"
"1,000",02382,舜宇光學科技,HKD,HKEX, ,"1,000"
"2,000",02383,ＴＯＭ集團,HKD,HKEX, ,"2,000"
500,02386,中石化煉化工程,HKD,HKEX, ,500
500,02388,中銀香港,HKD,HKEX, ,500
"6,000",02389,北控醫療健康,HKD,HKEX, ,"6,000"
"2,500",02393,巨星醫療控股,HKD,HKEX, ,"2,500"
"2,000",02398,友佳國際,HKD,HKEX, ,"2,000"
"1,000",02399,虎都,HKD,HKEX, ,"1,000"
"1,000",02468,創益太陽能,HKD,HKEX, ,"1,000"
500,02488,元征科技,HKD,HKEX, ,500
100,02588,中銀航空租賃,HKD,HKEX, ,100
"2,000",02600,中國鋁業,HKD,HKEX, ,"2,000"
200,02601,中國太保,HKD,HKEX, ,200
100,02607,上海醫藥,HKD,HKEX, ,100
"1,000",02608,陽光１００中國,HKD,HKEX, ,"1,000"
"2,000",02623,愛德新能源,HKD,HKEX, ,"2,000"
"1,000",02628,中國人壽,HKD,HKEX, ,"1,000"
"2,000",02633,雅各臣科研製藥,HKD,HKEX, ,"2,000"
500,02638,港燈—ＳＳ,HKD,HKEX, ,500
"2,000",02662,承興國際控股,HKD,HKEX, ,"2,000"
500,02666,環球醫療,HKD,HKEX, ,500
"10,000",02668,百德國際,HKD,HKEX, ,"10,000"
"5,000",02669,中海物業,HKD,HKEX, ,"5,000"
500,02678,天虹紡織,HKD,HKEX, ,500
"1,000",02686,亞美能源,HKD,HKEX, ,"1,000"
"2,000",02688,新奧能源,HKD,HKEX, ,"2,000"
"1,000",02689,玖龍紙業,HKD,HKEX, ,"1,000"
500,02698,魏橋紡織,HKD,HKEX, ,500
"2,000",02699,新明中國,HKD,HKEX, ,"2,000"
"20,000",02700,格林國際控股,HKD,HKEX, ,"20,000"
"2,000",02722,重慶機電,HKD,HKEX, ,"2,000"
"2,000",02727,上海電氣,HKD,HKEX, ,"2,000"
"4,000",02728,裕華能源,HKD,HKEX, ,"4,000"
"2,000",02738,華津國際控股,HKD,HKEX, ,"2,000"
"2,000",02768,佳源國際控股,HKD,HKEX, ,"2,000"
400,02777,富力地產,HKD,HKEX, ,400
"2,000",02788,精熙國際,HKD,HKEX, ,"2,000"
"2,000",02789,遠大中國,HKD,HKEX, ,"2,000"
"1,000",02799,中國華融,HKD,HKEX, ,"1,000"
"1,000",02866,中遠海發,HKD,HKEX, ,"1,000"
"2,000",02868,首創置業,HKD,HKEX, ,"2,000"
"2,000",02869,綠城服務,HKD,HKEX, ,"2,000"
"1,000",02877,神威藥業,HKD,HKEX, ,"1,000"
"2,000",02878,SOLOMON SYSTECH,HKD,HKEX, ,"2,000"
"2,000",02880,大連港,HKD,HKEX, ,"2,000"
"4,000",02882,香港資源控股,HKD,HKEX, ,"4,000"
"2,000",02883,中海油田服務,HKD,HKEX, ,"2,000"
"2,000",02886,濱海投資,HKD,HKEX, ,"2,000"
50,02888,渣打集團,HKD,HKEX, ,50
"2,000",02889,鎳資源國際,HKD,HKEX, ,"2,000"
"10,000",02898,龍潤茶,HKD,HKEX, ,"10,000"
"2,000",02899,紫金礦業,HKD,HKEX, ,"2,000"
"2,000",02939,易易壹金融,HKD,HKEX, ,"2,000"
"25,000",02942,標準資源控股,HKD,HKEX, ,"25,000"
"10,000",02943,首控集團,HKD,HKEX, ,"10,000"
"25,000",02944,標準資源控股股權,HKD,HKEX, ,"25,000"
"20,000",02946,遠見控股股權,HKD,HKEX, ,"20,000"
"2,000",03300,中國玻璃,HKD,HKEX, ,"2,000"
500,03301,融信中國,HKD,HKEX, ,500
"2,000",03303,巨濤海洋石油服務,HKD,HKEX, ,"2,000"
500,03306,江南布衣,HKD,HKEX, ,500
"1,000",03308,金鷹商貿集團,HKD,HKEX, ,"1,000"
"2,000",03311,中國建築國際,HKD,HKEX, ,"2,000"
"1,000",03313,雅高控股,HKD,HKEX, ,"1,000"
"1,000",03315,金邦達寶嘉,HKD,HKEX, ,"1,000"
"2,000",03318,中國香精香料,HKD,HKEX, ,"2,000"
500,03320,華潤醫藥,HKD,HKEX, ,500
"2,000",03322,永嘉集團,HKD,HKEX, ,"2,000"
"2,000",03323,中國建材,HKD,HKEX, ,"2,000"
"3,000",03326,保發集團,HKD,HKEX, ,"3,000"
"1,000",03328,交通銀行,HKD,HKEX, ,"1,000"
"2,000",03330,靈寶黃金,HKD,HKEX, ,"2,000"
"1,000",03331,維達國際,HKD,HKEX, ,"1,000"
"2,000",03332,中生聯合,HKD,HKEX, ,"2,000"
"1,000",03333,中國恒大,HKD,HKEX, ,"1,000"
"4,000",03335,ＤＢＡ電訊,HKD,HKEX, ,"4,000"
"2,000",03336,巨騰國際,HKD,HKEX, ,"2,000"
"2,000",03337,安東油田服務,HKD,HKEX, ,"2,000"
"1,000",03339,中國龍工,HKD,HKEX, ,"1,000"
"2,000",03344,互益集團,HKD,HKEX, ,"2,000"
"2,000",03355,先進半導體,HKD,HKEX, ,"2,000"
"1,000",03360,遠東宏信,HKD,HKEX, ,"1,000"
"2,000",03363,正業國際,HKD,HKEX, ,"2,000"
"2,000",03366,華僑城（亞洲）,HKD,HKEX, ,"2,000"
500,03368,百盛集團,HKD,HKEX, ,500
500,03369,秦港股份,HKD,HKEX, ,500
500,03377,遠洋集團,HKD,HKEX, ,500
"2,000",03378,廈門港務,HKD,HKEX, ,"2,000"
"2,000",03380,龍光地產,HKD,HKEX, ,"2,000"
"2,000",03382,天津港發展,HKD,HKEX, ,"2,000"
"2,000",03383,雅居樂集團,HKD,HKEX, ,"2,000"
"4,000",03389,亨得利,HKD,HKEX, ,"4,000"
"2,000",03393,威勝集團,HKD,HKEX, ,"2,000"
100,03396,聯想控股,HKD,HKEX, ,100
"2,000",03398,華鼎控股,HKD,HKEX, ,"2,000"
"1,000",03399,粵運交通,HKD,HKEX, ,"1,000"
"1,000",03600,現代牙科,HKD,HKEX, ,"1,000"
400,03606,福耀玻璃,HKD,HKEX, ,400
"2,500",03608,永盛新材料,HKD,HKEX, ,"2,500"
"1,000",03618,重慶農村商業銀行,HKD,HKEX, ,"1,000"
"2,000",03623,集成金融,HKD,HKEX, ,"2,000"
"2,000",03626,HSSP INTL,HKD,HKEX, ,"2,000"
"4,000",03628,仁恒實業控股,HKD,HKEX, ,"4,000"
"2,000",03633,中裕燃氣,HKD,HKEX, ,"2,000"
100,03636,保利文化,HKD,HKEX, ,100
"12,000",03638,晶芯科技控股,HKD,HKEX, ,"12,000"
"2,000",03639,億達中國,HKD,HKEX, ,"2,000"
"4,000",03663,協眾國際控股,HKD,HKEX, ,"4,000"
"2,000",03666,小南國,HKD,HKEX, ,"2,000"
"2,000",03668,中鋁礦業國際,HKD,HKEX, ,"2,000"
500,03669,永達汽車,HKD,HKEX, ,500
"1,000",03678,弘業期貨,HKD,HKEX, ,"1,000"
"2,500",03683,榮豐聯合控股,HKD,HKEX, ,"2,500"
"10,000",03686,祈福生活服務,HKD,HKEX, ,"10,000"
500,03688,萊蒙國際,HKD,HKEX, ,500
200,03689,康華醫療,HKD,HKEX, ,200
"1,000",03698,徽商銀行,HKD,HKEX, ,"1,000"
"5,000",03708,日成控股,HKD,HKEX, ,"5,000"
"1,000",03709,珂萊蒂爾,HKD,HKEX, ,"1,000"
"1,000",03737,中智藥業,HKD,HKEX, ,"1,000"
"2,000",03773,年年卡,HKD,HKEX, ,"2,000"
"2,000",03777,中國光纖,HKD,HKEX, ,"2,000"
"4,000",03778,中國織材控股,HKD,HKEX, ,"4,000"
"1,000",03788,中國罕王,HKD,HKEX, ,"1,000"
"4,000",03789,御佳控股,HKD,HKEX, ,"4,000"
500,03799,達利食品,HKD,HKEX, ,500
"1,000",03800,保利協鑫能源,HKD,HKEX, ,"1,000"
500,03808,中國重汽,HKD,HKEX, ,500
"1,000",03813,寶勝國際,HKD,HKEX, ,"1,000"
"4,000",03816,ＫＦＭ金德,HKD,HKEX, ,"4,000"
"1,000",03818,中國動向,HKD,HKEX, ,"1,000"
"4,000",03822,三和建築集團,HKD,HKEX, ,"4,000"
"2,000",03823,德普科技,HKD,HKEX, ,"2,000"
"1,000",03828,明輝國際,HKD,HKEX, ,"1,000"
"1,000",03833,新疆新鑫礦業,HKD,HKEX, ,"1,000"
500,03836,和諧汽車,HKD,HKEX, ,500
"5,000",03838,中國澱粉,HKD,HKEX, ,"5,000"
500,03839,正大企業國際,HKD,HKEX, ,500
500,03866,青島銀行,HKD,HKEX, ,500
"1,000",03868,群星紙業,HKD,HKEX, ,"1,000"
"1,000",03882,天彩控股,HKD,HKEX, ,"1,000"
"1,000",03883,中國奧園,HKD,HKEX, ,"1,000"
"2,000",03886,康健國際醫療,HKD,HKEX, ,"2,000"
"1,000",03888,金山軟件,HKD,HKEX, ,"1,000"
"2,000",03889,大成糖業,HKD,HKEX, ,"2,000"
"20,000",03893,易緯集團,HKD,HKEX, ,"20,000"
500,03898,中車時代電氣,HKD,HKEX, ,500
"2,000",03899,中集安瑞科,HKD,HKEX, ,"2,000"
500,03900,綠城中國,HKD,HKEX, ,500
"2,000",03903,瀚華金控,HKD,HKEX, ,"2,000"
400,03908,中金公司,HKD,HKEX, ,400
"2,000",03918,金界控股,HKD,HKEX, ,"2,000"
"2,000",03933,聯邦制藥,HKD,HKEX, ,"2,000"
"2,000",03939,萬國國際礦業,HKD,HKEX, ,"2,000"
100,03948,伊泰煤炭,HKD,HKEX, ,100
400,03958,東方證券,HKD,HKEX, ,400
"1,000",03963,融眾金融,HKD,HKEX, ,"1,000"
"2,000",03966,中國寶豐國際,HKD,HKEX, ,"2,000"
500,03968,招商銀行,HKD,HKEX, ,500
"1,000",03969,中國通號,HKD,HKEX, ,"1,000"
"2,000",03983,中海石油化學,HKD,HKEX, ,"2,000"
"1,000",03988,中國銀行,HKD,HKEX, ,"1,000"
"2,000",03989,首創環境,HKD,HKEX, ,"2,000"
"3,000",03993,洛陽鉬業,HKD,HKEX, ,"3,000"
"2,000",03996,中國能源建設,HKD,HKEX, ,"2,000"
"2,000",03998,波司登,HKD,HKEX, ,"2,000"
"1,000",03999,大成食品,HKD,HKEX, ,"1,000"
"20,000",04601,BOC 2014 PREF,HKD,HKEX, ,"20,000"
"10,000",04603,ICBC USDPREF1,HKD,HKEX, ,"10,000"
"10,000",04604,ICBC EURPREF1,HKD,HKEX, ,"10,000"
"10,000",04605,BOCOM 15USDPREF,HKD,HKEX, ,"10,000"
"10,000",04606,CCB 15USDPREF,HKD,HKEX, ,"10,000"
"10,000",04607,CINDA 16USDPREF,HKD,HKEX, ,"10,000"
"10,000",04608,HSBNK 16USDPREF,HKD,HKEX, ,"10,000"
"10,000",04609,CMBC 16USDPREF,HKD,HKEX, ,"10,000"
500,06030,中信証券,HKD,HKEX, ,500
500,06066,中信建投証券,HKD,HKEX, ,500
"2,000",06068,睿見教育,HKD,HKEX, ,"2,000"
200,06099,招商證券,HKD,HKEX, ,200
"8,000",06108,新銳醫藥,HKD,HKEX, ,"8,000"
200,06116,拉夏貝爾,HKD,HKEX, ,200
"1,000",06118,奧星生命科技,HKD,HKEX, ,"1,000"
"1,000",06122,九台農商銀行,HKD,HKEX, ,"1,000"
"2,000",06123,先達國際物流,HKD,HKEX, ,"2,000"
"2,000",06128,泛亞國際,HKD,HKEX, ,"2,000"
"1,000",06133,維太移動,HKD,HKEX, ,"1,000"
"1,000",06136,康達環保,HKD,HKEX, ,"1,000"
"1,000",06138,哈爾濱銀行,HKD,HKEX, ,"1,000"
500,06139,金茂酒店—ＳＳ,HKD,HKEX, ,500
"2,000",06161,泰加保險,HKD,HKEX, ,"2,000"
"2,000",06163,彭順國際,HKD,HKEX, ,"2,000"
"1,000",06166,中國宏泰發展,HKD,HKEX, ,"1,000"
"5,000",06168,中國優通,HKD,HKEX, ,"5,000"
"2,000",06169,宇華教育,HKD,HKEX, ,"2,000"
200,06178,光大證券,HKD,HKEX, ,200
"1,000",06183,中國綠寶,HKD,HKEX, ,"1,000"
500,06188,迪信通,HKD,HKEX, ,500
500,06189,愛得威建設集團,HKD,HKEX, ,500
"1,000",06196,鄭州銀行,HKD,HKEX, ,"1,000"
"1,000",06198,青島港,HKD,HKEX, ,"1,000"
500,06808,高鑫零售,HKD,HKEX, ,500
"2,000",06816,PROSPER CONS,HKD,HKEX, ,"2,000"
"1,000",06818,中國光大銀行,HKD,HKEX, ,"1,000"
"4,000",06822,科勁國際,HKD,HKEX, ,"4,000"
"1,000",06823,香港電訊—ＳＳ,HKD,HKEX, ,"1,000"
100,06826,昊海生物科技,HKD,HKEX, ,100
"8,000",06828,北京燃氣藍天,HKD,HKEX, ,"8,000"
"2,000",06830,華眾車載,HKD,HKEX, ,"2,000"
"4,000",06833,興科蓉醫藥,HKD,HKEX, ,"4,000"
"2,000",06836,天韻國際控股,HKD,HKEX, ,"2,000"
400,06837,海通證券,HKD,HKEX, ,400
"2,000",06838,盈利時,HKD,HKEX, ,"2,000"
"1,000",06839,雲南水務,HKD,HKEX, ,"1,000"
500,06858,本間高爾夫,HKD,HKEX, ,500
"1,000",06863,輝山乳業,HKD,HKEX, ,"1,000"
"1,000",06865,福萊特玻璃,HKD,HKEX, ,"1,000"
"2,000",06866,佐力小貸,HKD,HKEX, ,"2,000"
"1,000",06868,天福,HKD,HKEX, ,"1,000"
500,06869,長飛光纖光纜,HKD,HKEX, ,500
"2,000",06878,鼎豐集團控股,HKD,HKEX, ,"2,000"
"2,000",06880,騰邦控股,HKD,HKEX, ,"2,000"
500,06881,中國銀河,HKD,HKEX, ,500
"2,000",06882,東瀛遊,HKD,HKEX, ,"2,000"
200,06886,HTSC,HKD,HKEX, ,200
"1,000",06888,英達公路再生科技,HKD,HKEX, ,"1,000"
200,06889,DYNAM JAPAN,HKD,HKEX, ,200
"2,000",06893,衍生集團,HKD,HKEX, ,"2,000"
500,06896,金嗓子,HKD,HKEX, ,500
"2,000",06898,中國鋁罐,HKD,HKEX, ,"2,000"
"1,000",06899,聯眾,HKD,HKEX, ,"1,000"
500,80737,合和公路基建—Ｒ,HKD,HKEX, ,500
"10,000",84602,ICBC CNHPREF1-R,HKD,HKEX, ,"10,000"
