公司代码,公司简称,symbol,name,A股上市日期,A股总股本,A股流通股本,industry,currency,exchange
600678,四川金顶,600678,四川金顶,1993-10-08,34899,34899, ,CNY,SSE
600679,上海凤凰,600679,上海凤凰,1993-10-08,40219.89,35361.97, ,CNY,SSE
600680,上海普天,600680,上海普天,1993-10-18,38222.53,38222.53, ,CNY,SSE
600681,百川能源,600681,百川能源,1993-10-18,96415.75,24933.41, ,CNY,SSE
600682,南京新百,600682,南京新百,1993-10-18,82801.63,71622.04, ,CNY,SSE
600683,京投发展,600683,京投发展,1993-10-25,74077.76,74077.76, ,CNY,SSE
600684,珠江实业,600684,珠江实业,1993-10-28,71121.73,71121.73, ,CNY,SSE
600685,中船防务,600685,中船防务,1993-10-28,141350.64,114140.71, ,CNY,SSE
600686,金龙汽车,600686,金龙汽车,1993-11-08,60673.85,44259.71, ,CNY,SSE
600687,刚泰控股,600687,刚泰控股,1993-11-08,148871.53,107853.94, ,CNY,SSE
600688,上海石化,600688,上海石化,1993-11-08,1080000,1080000, ,CNY,SSE
600689,上海三毛,600689,上海三毛,1993-11-08,20099.13,20099.13, ,CNY,SSE
600690,青岛海尔,600690,青岛海尔,1993-11-19,609763.07,549141.67, ,CNY,SSE
600691,阳煤化工,600691,阳煤化工,1993-11-19,175678.69,175639.09, ,CNY,SSE
600692,亚通股份,600692,亚通股份,1993-11-19,35176.41,25501.05, ,CNY,SSE
600693,东百集团,600693,东百集团,1993-11-22,89822.91,68483.44, ,CNY,SSE
600694,大商股份,600694,大商股份,1993-11-22,29371.87,29371.87, ,CNY,SSE
600695,绿庭投资,600695,绿庭投资,1993-11-22,71113.21,71113.21, ,CNY,SSE
600696,匹凸匹,600696,匹凸匹,1993-12-06,34056.56,34056.56, ,CNY,SSE
600697,欧亚集团,600697,欧亚集团,1993-12-06,15908.81,15515.6, ,CNY,SSE
600698,湖南天雁,600698,湖南天雁,1993-12-06,97181.74,66109.18, ,CNY,SSE
600699,均胜电子,600699,均胜电子,1993-12-06,68936.98,68936.98, ,CNY,SSE
600701,*ST工新,600701,*ST工新,1996-05-28,91200.51,49878.19, ,CNY,SSE
600702,沱牌舍得,600702,沱牌舍得,1996-05-24,33730,33730, ,CNY,SSE
600703,三安光电,600703,三安光电,1996-05-28,407842.49,379260.55, ,CNY,SSE
600704,物产中大,600704,物产中大,1996-06-06,287112.16,89179.69, ,CNY,SSE
600705,中航资本,600705,中航资本,1996-05-16,897632.58,746539.69, ,CNY,SSE
600706,曲江文旅,600706,曲江文旅,1996-05-16,17950.97,17790.87, ,CNY,SSE
600707,彩虹股份,600707,彩虹股份,1996-05-20,73675.77,73603.77, ,CNY,SSE
600708,光明地产,600708,光明地产,1996-06-06,131872,51286.86, ,CNY,SSE
600710,*ST常林,600710,*ST常林,1996-07-01,64028.4,64028.4, ,CNY,SSE
600711,盛屯矿业,600711,盛屯矿业,1996-05-31,149705.23,145674.73, ,CNY,SSE
600712,南宁百货,600712,南宁百货,1996-06-26,54465.54,53772.91, ,CNY,SSE
600713,南京医药,600713,南京医药,1996-07-01,89742.56,69358.07, ,CNY,SSE
600714,金瑞矿业,600714,金瑞矿业,1996-06-06,28817.63,28203.96, ,CNY,SSE
600715,文投控股,600715,文投控股,1996-07-01,164912.9,44851.2, ,CNY,SSE
600716,凤凰股份,600716,凤凰股份,1996-07-02,93606.06,74060.06, ,CNY,SSE
600717,天津港,600717,天津港,1996-06-14,167476.91,167476.91, ,CNY,SSE
600718,东软集团,600718,东软集团,1996-06-18,124319.77,122759.42, ,CNY,SSE
600719,大连热电,600719,大连热电,1996-07-16,40459.96,40459.96, ,CNY,SSE
600720,祁连山,600720,祁连山,1996-07-16,77629.03,77616.27, ,CNY,SSE
600721,*ST百花,600721,*ST百花,1996-06-26,34898.31,24852.43, ,CNY,SSE
600722,金牛化工,600722,金牛化工,1996-06-26,68031.97,68031.97, ,CNY,SSE
600723,首商股份,600723,首商股份,1996-07-16,65840.76,65806.96, ,CNY,SSE
600724,宁波富达,600724,宁波富达,1996-07-16,144524.11,144494.27, ,CNY,SSE
600725,*ST云维,600725,*ST云维,1996-07-02,61623.5,61623.5, ,CNY,SSE
600726,华电能源,600726,华电能源,1996-07-01,196667.52,196667.52, ,CNY,SSE
600727,鲁北化工,600727,鲁北化工,1996-07-02,35098.66,35092.66, ,CNY,SSE
600728,佳都科技,600728,佳都科技,1996-07-16,152957.43,104182.5, ,CNY,SSE
600729,重庆百货,600729,重庆百货,1996-07-02,40652.85,37299.14, ,CNY,SSE
600730,中国高科,600730,中国高科,1996-07-26,58665.6,58665.6, ,CNY,SSE
600731,湖南海利,600731,湖南海利,1996-08-02,32731.41,25565.31, ,CNY,SSE
600733,S前锋,600733,S前锋,1996-08-16,19758.6,7560, ,CNY,SSE
600734,实达集团,600734,实达集团,1996-08-08,59024.36,35110.84, ,CNY,SSE
600735,新华锦,600735,新华锦,1996-07-26,37599.23,37599.23, ,CNY,SSE
600736,苏州高新,600736,苏州高新,1996-08-15,119429.29,113895.09, ,CNY,SSE
600737,中粮屯河,600737,中粮屯河,1996-07-31,205187.62,132266.35, ,CNY,SSE
600738,兰州民百,600738,兰州民百,1996-08-02,36886.76,36819.86, ,CNY,SSE
600739,辽宁成大,600739,辽宁成大,1996-08-19,152970.98,136470.98, ,CNY,SSE
600740,山西焦化,600740,山西焦化,1996-08-08,76570,65683.28, ,CNY,SSE
600741,华域汽车,600741,华域汽车,1996-08-26,315272.4,258320.02, ,CNY,SSE
600742,一汽富维,600742,一汽富维,1996-08-26,42304.68,42304.68, ,CNY,SSE
600743,华远地产,600743,华远地产,1996-09-09,234610.09,234610.09, ,CNY,SSE
600744,华银电力,600744,华银电力,1996-09-05,178112.43,82763.44, ,CNY,SSE
600745,中茵股份,600745,中茵股份,1996-08-28,48332.04,48332.04, ,CNY,SSE
600746,江苏索普,600746,江苏索普,1996-09-18,30642.15,30466.09, ,CNY,SSE
600747,大连控股,600747,大连控股,1996-09-16,146432.84,106432.84, ,CNY,SSE
600748,上实发展,600748,上实发展,1996-09-25,184456.29,140838.21, ,CNY,SSE
600749,西藏旅游,600749,西藏旅游,1996-10-15,18913.79,18913.79, ,CNY,SSE
600750,江中药业,600750,江中药业,1996-09-23,30000,30000, ,CNY,SSE
600751,天海投资,600751,天海投资,1996-09-09,289933.78,229733.11, ,CNY,SSE
600753,东方银星,600753,东方银星,1996-09-27,12800,12800, ,CNY,SSE
600754,锦江股份,600754,锦江股份,1996-10-11,95793.64,60324.07, ,CNY,SSE
600755,厦门国贸,600755,厦门国贸,1996-10-03,166449.75,166449.75, ,CNY,SSE
600756,浪潮软件,600756,浪潮软件,1996-09-23,32409.88,27874.73, ,CNY,SSE
600757,长江传媒,600757,长江传媒,1996-10-03,121365.03,121349.71, ,CNY,SSE
600758,红阳能源,600758,红阳能源,1996-10-29,134087.93,11531.03, ,CNY,SSE
600759,洲际油气,600759,洲际油气,1996-10-08,226350.75,158082.93, ,CNY,SSE
600760,*ST黑豹,600760,*ST黑豹,1996-10-11,34494.51,34494.51, ,CNY,SSE
600761,安徽合力,600761,安徽合力,1996-10-09,61681.73,61681.73, ,CNY,SSE
600763,通策医疗,600763,通策医疗,1996-10-30,32064,32064, ,CNY,SSE
600764,中电广通,600764,中电广通,1996-11-04,32972.7,32972.7, ,CNY,SSE
600765,中航重机,600765,中航重机,1996-11-06,77800.32,77800.32, ,CNY,SSE
600766,园城黄金,600766,园城黄金,1996-10-28,22422.68,22393.21, ,CNY,SSE
600767,运盛医疗,600767,运盛医疗,1996-11-15,34101.02,34091.02, ,CNY,SSE
600768,宁波富邦,600768,宁波富邦,1996-11-11,13374.72,13374.72, ,CNY,SSE
600769,祥龙电业,600769,祥龙电业,1996-11-01,37497.72,37497.72, ,CNY,SSE
600770,综艺股份,600770,综艺股份,1996-11-20,130000,110460, ,CNY,SSE
600771,广誉远,600771,广誉远,1996-11-05,27780.84,24380.84, ,CNY,SSE
600773,西藏城投,600773,西藏城投,1996-11-08,72921.37,69314.77, ,CNY,SSE
600774,汉商集团,600774,汉商集团,1996-11-08,17457.54,17442.9, ,CNY,SSE
600775,南京熊猫,600775,南京熊猫,1996-11-18,91383.85,91383.85, ,CNY,SSE
600776,东方通信,600776,东方通信,1996-11-26,125600.01,125600.01, ,CNY,SSE
600777,新潮能源,600777,新潮能源,1996-11-21,106611.49,62542.33, ,CNY,SSE
600778,友好集团,600778,友好集团,1996-12-03,31149.14,31108.67, ,CNY,SSE
600779,水井坊,600779,水井坊,1996-12-06,48854.57,48854.57, ,CNY,SSE
600780,通宝能源,600780,通宝能源,1996-12-05,114650.25,114650.25, ,CNY,SSE
600781,辅仁药业,600781,辅仁药业,1996-12-18,17759.29,17759.29, ,CNY,SSE
600782,新钢股份,600782,新钢股份,1996-12-25,278689.62,278689.62, ,CNY,SSE
600783,鲁信创投,600783,鲁信创投,1996-12-25,74435.93,74435.93, ,CNY,SSE
600784,鲁银投资,600784,鲁银投资,1996-12-25,56817.78,49661.37, ,CNY,SSE
600785,新华百货,600785,新华百货,1997-01-08,22563.13,20743.13, ,CNY,SSE
600787,中储股份,600787,中储股份,1997-01-21,219980.1,185982.84, ,CNY,SSE
600789,鲁抗医药,600789,鲁抗医药,1997-02-26,58157.55,58157.55, ,CNY,SSE
600790,轻纺城,600790,轻纺城,1997-02-28,104699.35,104699.35, ,CNY,SSE
600791,京能置业,600791,京能置业,1997-01-30,45288,45231.37, ,CNY,SSE
600792,云煤能源,600792,云煤能源,1997-01-23,98992.36,95202.89, ,CNY,SSE
600793,ST宜纸,600793,ST宜纸,1997-02-20,10530,10530, ,CNY,SSE
600794,保税科技,600794,保税科技,1997-03-06,121215.22,110277.42, ,CNY,SSE
600795,国电电力,600795,国电电力,1997-03-18,1965039.78,1965039.78, ,CNY,SSE
600796,钱江生化,600796,钱江生化,1997-04-08,30140.21,30140.21, ,CNY,SSE
600797,浙大网新,600797,浙大网新,1997-04-18,91404.33,82171.2, ,CNY,SSE
600798,宁波海运,600798,宁波海运,1997-04-23,103085.09,103085.09, ,CNY,SSE
600800,天津磁卡,600800,天津磁卡,1993-12-06,61127.1,61031.1, ,CNY,SSE
600801,华新水泥,600801,华新水泥,1994-01-03,149757.13,149757.13, ,CNY,SSE
600802,福建水泥,600802,福建水泥,1994-01-03,38187.37,38187.37, ,CNY,SSE
600803,新奥股份,600803,新奥股份,1994-01-03,98578.5,98578.5, ,CNY,SSE
600804,鹏博士,600804,鹏博士,1994-01-03,141358.18,138912.96, ,CNY,SSE
600805,悦达投资,600805,悦达投资,1994-01-03,85089.45,84925.33, ,CNY,SSE
600806,*ST昆机,600806,*ST昆机,1994-01-03,53108.11,53108.11, ,CNY,SSE
600807,天业股份,600807,天业股份,1994-01-03,88463.47,64411.97, ,CNY,SSE
600808,马钢股份,600808,马钢股份,1994-01-06,770068.12,770068.12, ,CNY,SSE
600809,山西汾酒,600809,山西汾酒,1994-01-06,86584.83,86584.83, ,CNY,SSE
600810,神马股份,600810,神马股份,1994-01-06,44228,44228, ,CNY,SSE
600811,东方集团,600811,东方集团,1994-01-06,285736.62,166680.54, ,CNY,SSE
600812,华北制药,600812,华北制药,1994-01-14,163080.47,137857.76, ,CNY,SSE
600814,杭州解百,600814,杭州解百,1994-01-14,71502.68,31038.3, ,CNY,SSE
600815,厦工股份,600815,厦工股份,1994-01-28,95897,95897, ,CNY,SSE
600816,安信信托,600816,安信信托,1994-01-28,176988.98,113527.44, ,CNY,SSE
600817,*ST宏盛,600817,*ST宏盛,1994-01-28,16091.01,15567.91, ,CNY,SSE
600818,中路股份,600818,中路股份,1994-01-28,32144.79,32144.79, ,CNY,SSE
600819,耀皮玻璃,600819,耀皮玻璃,1994-01-28,93491.61,85997.26, ,CNY,SSE
600820,隧道股份,600820,隧道股份,1994-01-28,314409.61,314409.61, ,CNY,SSE
600821,津劝业,600821,津劝业,1994-01-28,41626.82,41626.82, ,CNY,SSE
600822,上海物贸,600822,上海物贸,1994-02-04,49597.29,49597.29, ,CNY,SSE
600823,世茂股份,600823,世茂股份,1994-02-04,267940.59,246707.02, ,CNY,SSE
600824,益民集团,600824,益民集团,1994-02-04,105402.71,105402.71, ,CNY,SSE
600825,新华传媒,600825,新华传媒,1994-02-04,104488.79,104488.79, ,CNY,SSE
600826,兰生股份,600826,兰生股份,1994-02-04,42064.23,42064.23, ,CNY,SSE
600827,百联股份,600827,百联股份,1994-02-04,178416.81,172249.58, ,CNY,SSE
600828,茂业商业,600828,茂业商业,1994-02-24,173198.25,56981.73, ,CNY,SSE
600829,人民同泰,600829,人民同泰,1994-02-24,57988.86,57988.86, ,CNY,SSE
600830,香溢融通,600830,香溢融通,1994-02-24,45432.27,45432.27, ,CNY,SSE
600831,广电网络,600831,广电网络,1994-02-24,60496.77,56343.85, ,CNY,SSE
600833,第一医药,600833,第一医药,1994-02-24,22308.63,22308.63, ,CNY,SSE
600834,申通地铁,600834,申通地铁,1994-02-24,47738.19,47738.19, ,CNY,SSE
600835,上海机电,600835,上海机电,1994-02-24,102273.93,102273.93, ,CNY,SSE
600836,界龙实业,600836,界龙实业,1994-02-24,66275.31,65302.41, ,CNY,SSE
600837,海通证券,600837,海通证券,1994-02-24,1150170,1150170, ,CNY,SSE
600838,上海九百,600838,上海九百,1994-02-24,40088.2,40088.2, ,CNY,SSE
600839,四川长虹,600839,四川长虹,1994-03-11,461624.42,460999.78, ,CNY,SSE
600841,上柴股份,600841,上柴股份,1994-03-11,86668.98,86668.98, ,CNY,SSE
600843,上工申贝,600843,上工申贝,1994-03-11,54858.96,54858.96, ,CNY,SSE
600844,丹化科技,600844,丹化科技,1994-03-11,101652.42,77862.06, ,CNY,SSE
600845,宝信软件,600845,宝信软件,1994-03-11,78324.92,72696.41, ,CNY,SSE
600846,同济科技,600846,同济科技,1994-03-11,62476.15,62476.15, ,CNY,SSE
600847,万里股份,600847,万里股份,1994-03-24,15328.74,15328.74, ,CNY,SSE
600848,上海临港,600848,上海临港,1994-03-24,89517.21,50669.9, ,CNY,SSE
600850,华东电脑,600850,华东电脑,1994-03-24,41826.84,41826.84, ,CNY,SSE
600851,海欣股份,600851,海欣股份,1994-04-04,120705.67,120705.67, ,CNY,SSE
600853,龙建股份,600853,龙建股份,1994-04-04,53680.77,53680.77, ,CNY,SSE
600854,春兰股份,600854,春兰股份,1994-04-25,51945.85,51945.85, ,CNY,SSE
600855,航天长峰,600855,航天长峰,1994-04-25,33161.74,33011.44, ,CNY,SSE
600856,中天能源,600856,中天能源,1994-04-25,113433.12,77103.04, ,CNY,SSE
600857,宁波中百,600857,宁波中百,1994-04-25,22431.99,22431.99, ,CNY,SSE
600858,银座股份,600858,银座股份,1994-05-06,52006.66,51754.8, ,CNY,SSE
600859,王府井,600859,王府井,1994-05-06,77625.04,60159.85, ,CNY,SSE
600860,京城股份,600860,京城股份,1994-05-06,42200,42200, ,CNY,SSE
600861,北京城乡,600861,北京城乡,1994-05-20,31680.49,31680.49, ,CNY,SSE
600862,中航高科,600862,中航高科,1994-05-20,139304.91,63792.85, ,CNY,SSE
600863,内蒙华电,600863,内蒙华电,1994-05-20,580774.5,580774.5, ,CNY,SSE
600864,哈投股份,600864,哈投股份,1994-08-09,210851.38,54637.82, ,CNY,SSE
600865,百大集团,600865,百大集团,1994-08-09,37624.03,37624.03, ,CNY,SSE
600866,*ST星湖,600866,*ST星湖,1994-08-18,64539.35,55039.35, ,CNY,SSE
600867,通化东宝,600867,通化东宝,1994-08-24,142193.35,136330.25, ,CNY,SSE
600868,梅雁吉祥,600868,梅雁吉祥,1994-09-12,189814.87,189814.87, ,CNY,SSE
600869,智慧能源,600869,智慧能源,1995-02-06,221935.27,198008.67, ,CNY,SSE
600870,厦华电子,600870,厦华电子,1995-02-28,52319.97,52319.97, ,CNY,SSE
600871,石化油服,600871,石化油服,1995-04-11,1414266.1,491833.33, ,CNY,SSE
600872,中炬高新,600872,中炬高新,1995-01-24,79663.72,79663.72, ,CNY,SSE
600873,梅花生物,600873,梅花生物,1995-02-17,310822.66,310822.66, ,CNY,SSE
600874,创业环保,600874,创业环保,1995-06-30,142722.84,142722.84, ,CNY,SSE
600875,东方电气,600875,东方电气,1995-10-10,233690.04,233690.04, ,CNY,SSE
600876,洛阳玻璃,600876,洛阳玻璃,1995-10-31,52676.69,50001.82, ,CNY,SSE
600877,中国嘉陵,600877,中国嘉陵,1995-10-13,68728.2,68728.2, ,CNY,SSE
600879,航天电子,600879,航天电子,1995-11-15,122254.22,103953.7, ,CNY,SSE
600880,博瑞传播,600880,博瑞传播,1995-11-15,109333.21,73336.51, ,CNY,SSE
600881,亚泰集团,600881,亚泰集团,1995-11-15,259994.57,189473.21, ,CNY,SSE
600882,广泽股份,600882,广泽股份,1995-12-06,39923.8,39923.8, ,CNY,SSE
600883,博闻科技,600883,博闻科技,1995-12-08,23608.8,23608.8, ,CNY,SSE
600884,杉杉股份,600884,杉杉股份,1996-01-30,112276.5,82171.65, ,CNY,SSE
600885,宏发股份,600885,宏发股份,1996-02-05,53197.25,53197.25, ,CNY,SSE
600886,国投电力,600886,国投电力,1996-01-18,678602.33,678602.33, ,CNY,SSE
600887,伊利股份,600887,伊利股份,1996-03-12,606480.01,603336.92, ,CNY,SSE
600888,新疆众和,600888,新疆众和,1996-02-15,64122.59,64122.59, ,CNY,SSE
600889,南京化纤,600889,南京化纤,1996-03-08,30706.93,30706.93, ,CNY,SSE
600890,中房股份,600890,中房股份,1996-03-18,57919.49,57919.49, ,CNY,SSE
600891,秋林集团,600891,秋林集团,1996-03-25,61758.58,32413.49, ,CNY,SSE
600892,大晟文化,600892,大晟文化,1996-03-15,13986.6,6289.94, ,CNY,SSE
600893,中航动力,600893,中航动力,1996-04-08,194871.88,136750.09, ,CNY,SSE
600894,广日股份,600894,广日股份,1996-03-28,85994.69,85994.69, ,CNY,SSE
600895,张江高科,600895,张江高科,1996-04-22,154868.96,154868.96, ,CNY,SSE
600896,中海海盛,600896,中海海盛,1996-05-03,87328.66,58131.58, ,CNY,SSE
600897,厦门空港,600897,厦门空港,1996-05-31,29781,29781, ,CNY,SSE
600898,三联商社,600898,三联商社,1996-04-18,25252.38,25252.38, ,CNY,SSE
600900,长江电力,600900,长江电力,2003-11-18,2200000,974594.15, ,CNY,SSE
600908,无锡银行,600908,无锡银行,2016-09-23,184811.48,18481.15, ,CNY,SSE
600917,重庆燃气,600917,重庆燃气,2014-09-30,155600,15600, ,CNY,SSE
600919,江苏银行,600919,江苏银行,2016-08-02,1154445,115445, ,CNY,SSE
600926,杭州银行,600926,杭州银行,2016-10-27,261744.92,26175, ,CNY,SSE
600936,广西广电,600936,广西广电,2016-08-15,167102.62,30000, ,CNY,SSE
600958,东方证券,600958,东方证券,2015-03-23,621545.2,415323.48, ,CNY,SSE
600959,江苏有线,600959,江苏有线,2015-04-28,388452.98,139617.84, ,CNY,SSE
600960,渤海活塞,600960,渤海活塞,2004-04-07,52471.94,51281.24, ,CNY,SSE
600961,株冶集团,600961,株冶集团,2004-08-30,52745.79,52745.79, ,CNY,SSE
600962,国投中鲁,600962,国投中鲁,2004-06-22,26221,25402, ,CNY,SSE
600963,岳阳林纸,600963,岳阳林纸,2004-05-25,104315.91,104315.91, ,CNY,SSE
600965,福成股份,600965,福成股份,2004-07-13,81870.1,38005.47, ,CNY,SSE
600966,博汇纸业,600966,博汇纸业,2004-06-08,133684.43,133684.43, ,CNY,SSE
600967,北方创业,600967,北方创业,2004-05-18,82282.8,82282.8, ,CNY,SSE
600969,郴电国际,600969,郴电国际,2004-04-08,26432.18,26432.18, ,CNY,SSE
600970,中材国际,600970,中材国际,2005-04-12,175425.79,163994.59, ,CNY,SSE
600971,恒源煤电,600971,恒源煤电,2004-08-17,100000.41,100000.41, ,CNY,SSE
600973,宝胜股份,600973,宝胜股份,2004-08-02,90526.85,66299.35, ,CNY,SSE
600975,新五丰,600975,新五丰,2004-06-09,65267.56,46872.03, ,CNY,SSE
600976,健民集团,600976,健民集团,2004-04-19,15339.86,15322.9, ,CNY,SSE
600977,中国电影,600977,中国电影,2016-08-09,186700,46700, ,CNY,SSE
600978,宜华生活,600978,宜华生活,2004-08-24,148287,148287, ,CNY,SSE
600979,广安爱众,600979,广安爱众,2004-09-06,94789.21,71789.21, ,CNY,SSE
600980,北矿科技,600980,北矿科技,2004-05-12,15220.99,13000, ,CNY,SSE
600981,汇鸿集团,600981,汇鸿集团,2004-06-30,224243.32,24185.46, ,CNY,SSE
600982,宁波热电,600982,宁波热电,2004-07-06,74693,67613, ,CNY,SSE
600983,惠而浦,600983,惠而浦,2004-07-27,76643.9,53280, ,CNY,SSE
600984,建设机械,600984,建设机械,2004-07-07,63676.42,43334.72, ,CNY,SSE
600985,雷鸣科化,600985,雷鸣科化,2004-04-28,26285.47,26285.47, ,CNY,SSE
600986,科达股份,600986,科达股份,2004-04-26,86888.64,45237.33, ,CNY,SSE
600987,航民股份,600987,航民股份,2004-08-09,63531,63531, ,CNY,SSE
600988,赤峰黄金,600988,赤峰黄金,2004-04-14,71319.07,61034.2, ,CNY,SSE
600990,四创电子,600990,四创电子,2004-05-10,13670.2,13670.2, ,CNY,SSE
600992,贵绳股份,600992,贵绳股份,2004-05-14,24509,24509, ,CNY,SSE
600993,马应龙,600993,马应龙,2004-05-17,43105.39,43023.63, ,CNY,SSE
600995,文山电力,600995,文山电力,2004-06-15,47852.64,47852.64, ,CNY,SSE
600997,开滦股份,600997,开滦股份,2004-06-02,123464,123464, ,CNY,SSE
600998,九州通,600998,九州通,2010-11-02,164702.48,144201.92, ,CNY,SSE
600999,招商证券,600999,招商证券,2009-11-17,669942.23,569438.66, ,CNY,SSE
601000,唐山港,601000,唐山港,2010-07-05,404718.92,401588.49, ,CNY,SSE
601001,大同煤业,601001,大同煤业,2006-06-23,167370,167370, ,CNY,SSE
601002,晋亿实业,601002,晋亿实业,2007-01-26,79269,79269, ,CNY,SSE
601003,柳钢股份,601003,柳钢股份,2007-02-27,256279.32,256279.32, ,CNY,SSE
601005,重庆钢铁,601005,重庆钢铁,2007-02-28,443602.26,243984.1, ,CNY,SSE
601006,大秦铁路,601006,大秦铁路,2006-08-01,1486679.15,1486679.15, ,CNY,SSE
601007,金陵饭店,601007,金陵饭店,2007-04-06,30000,30000, ,CNY,SSE
601008,连云港,601008,连云港,2007-04-26,101521.51,81163.51, ,CNY,SSE
601009,南京银行,601009,南京银行,2007-07-19,605871.99,576393.09, ,CNY,SSE
601010,文峰股份,601010,文峰股份,2011-06-03,184800,184800, ,CNY,SSE
601011,宝泰隆,601011,宝泰隆,2011-03-09,136750,130874.56, ,CNY,SSE
601012,隆基股份,601012,隆基股份,2012-04-11,198419.86,174921.72, ,CNY,SSE
601015,陕西黑猫,601015,陕西黑猫,2014-11-05,93000,44400, ,CNY,SSE
601016,节能风电,601016,节能风电,2014-09-29,207778,81778, ,CNY,SSE
601018,宁波港,601018,宁波港,2010-09-28,1317284.78,1280000, ,CNY,SSE
601020,华钰矿业,601020,华钰矿业,2016-03-16,52567.66,5200, ,CNY,SSE
601021,春秋航空,601021,春秋航空,2015-01-21,80000,20000, ,CNY,SSE
601028,玉龙股份,601028,玉龙股份,2011-11-07,78466.48,78302.58, ,CNY,SSE
601038,一拖股份,601038,一拖股份,2012-08-08,99590,99590, ,CNY,SSE
601058,赛轮金宇,601058,赛轮金宇,2011-06-30,229393.72,221651.92, ,CNY,SSE
601069,西部黄金,601069,西部黄金,2015-01-22,63600,18975, ,CNY,SSE
601088,中国神华,601088,中国神华,2007-10-09,1988962.05,1988962.05, ,CNY,SSE
601098,中南传媒,601098,中南传媒,2010-10-28,179600,179600, ,CNY,SSE
601099,太平洋,601099,太平洋,2007-12-28,681631.64,647881.64, ,CNY,SSE
601100,恒立液压,601100,恒立液压,2011-10-28,63000,63000, ,CNY,SSE
601101,昊华能源,601101,昊华能源,2010-03-31,119999.83,119999.83, ,CNY,SSE
601106,中国一重,601106,中国一重,2010-02-09,653800,653800, ,CNY,SSE
601107,四川成渝,601107,四川成渝,2009-07-27,305806,305806, ,CNY,SSE
601111,中国国航,601111,中国国航,2006-08-18,1308475.1,1308475.1, ,CNY,SSE
601113,华鼎股份,601113,华鼎股份,2011-05-09,83305,64000, ,CNY,SSE
601116,三江购物,601116,三江购物,2011-03-02,41075.88,41075.88, ,CNY,SSE
601117,中国化学,601117,中国化学,2010-01-07,493300,493300, ,CNY,SSE
601118,海南橡胶,601118,海南橡胶,2011-01-07,393117.16,393117.16, ,CNY,SSE
601126,四方股份,601126,四方股份,2010-12-31,81317.2,81317.2, ,CNY,SSE
601127,小康股份,601127,小康工业,2016-06-15,89250,14250, ,CNY,SSE
601128,常熟银行,601128,常熟银行,2016-09-30,222272.8,22227.28, ,CNY,SSE
601137,博威合金,601137,博威合金,2011-01-27,62721.97,43000, ,CNY,SSE
